symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry
MATRIMONY.NS,Matrimony.Com Limited,7716219904,373.3,22431844.829622395,Communication Services,Internet Content & Information
AMBIKCO.NS,Ambika Cotton Mills Limited,7631527936,1331.4,14365931.430737305,Consumer Cyclical,Textile Manufacturing
KOKUYOCMLN.NS,Kokuyo Camlin Limited,7612056064,75.89,3581130.331415812,Industrials,Business Equipment & Supplies
GICHSGFIN.NS,GIC Housing Finance Limited,7608209408,140.77,11660405.530406188,Financial Services,Mortgage Finance
DVL.NS,Dhunseri Ventures Limited,7582610944,216.0,4197616.734270732,Financial Services,Capital Markets
INNOVANA.NS,Innovana Thinklabs Limited,7540899840,365.0,4480433.844046021,Technology,Software - Application
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,7530935296,117.11,53274477.39540888,Consumer Defensive,Confectioners
SUDARCOLOR.NS,Sudarshan Colorants India Limited,7503951360,325.1,3284707.8368418375,Basic Materials,Specialty Chemicals
MUNJALAU.NS,Munjal Auto Industries Limited,7491940864,74.91,13955685.641325379,Consumer Cyclical,Auto Parts
VASCONEQ.NS,Vascon Engineers Limited,7477520896,32.65,36887652.150066756,Industrials,Engineering & Construction
ARIHANTCAP.NS,Arihant Capital Markets Limited,7429270528,67.7,52400951.81843236,Financial Services,Capital Markets
ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Limited,7405799936,123.43,72507432.00737101,Industrials,Rental & Leasing Services
PROSTARM.NS,Prostarm Info Systems Limited,7394059776,125.59,45874448.73386052,Industrials,Electrical Equipment & Parts
TNPETRO.NS,Tamilnadu PetroProducts Limited,7356726272,81.69,12923312.875765229,Basic Materials,Specialty Chemicals
ELECTHERM.NS,Electrotherm (India) Limited,7255934976,565.4,19496083.130204264,Basic Materials,Steel
UTTAMSUGAR.NS,Uttam Sugar Mills Limited,7253927424,189.68,22054069.524453737,Consumer Defensive,Confectioners
MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,7228933120,147.99,12308314.061716715,Consumer Cyclical,Luxury Goods
SANDESH.NS,The Sandesh Limited,7152724480,944.95,1658511.0908081054,Communication Services,Publishing
BLAL.NS,BEML Land Assets Limited,7125790208,171.11,4348430.453541056,Financial Services,Shell Companies
BIGBLOC.NS,Bigbloc Construction Limited,7109934080,50.22,6478085.367417907,Industrials,Building Products & Equipment
SIGACHI.NS,Sigachi Industries Limited,7098928128,18.56,132509010.47193985,Healthcare,Drug Manufacturers - Specialty & Generic
ZUARIIND.NS,ZUARI INDUSTRIES LIMITED,7071542272,237.45,19497322.835554503,Industrials,Conglomerates
THEMISMED.NS,Themis Medicare Limited,7054689792,76.56,8269945.249266053,Healthcare,Drug Manufacturers - Specialty & Generic
VLSFINANCE.NS,VLS Finance Limited,7028820992,224.0,3539937.8469380694,Financial Services,Capital Markets
SCODATUBES.NS,Scoda Tubes Limited,7020124672,117.18,20887020.300794728,Basic Materials,Steel
BLUSPRING.NS,Bluspring Enterprises Limited,6936150528,46.51,11187047.449496588,Industrials,Specialty Business Services
KUANTUM.NS,Kuantum Papers Limited,6913897984,79.23,3543262.481904348,Basic Materials,Paper & Paper Products
CCCL.NS,Consolidated Construction Consortium Limited,6911368704,15.47,5883473.384118017,Industrials,Engineering & Construction
DWARKESH.NS,Dwarikesh Sugar Industries Limited,6906185728,37.27,36999959.73363571,Consumer Defensive,Confectioners
INDOAMIN.NS,Indo Amines Limited,6904000000,95.01,4829774.812431844,Basic Materials,Chemicals
HERANBA.NS,Heranba Industries Limited,6890318848,172.2,11121992.73293101,Basic Materials,Agricultural Inputs
PDMJEPAPER.NS,Pudumjee Paper Products Limited,6866783744,72.32,11926271.056775665,Basic Materials,Paper & Paper Products
GHCLTEXTIL.NS,GHCL Textiles Limited,6848721408,71.65,17777439.023486327,Consumer Cyclical,Textile Manufacturing
UNIENTER.NS,Uniphos Enterprises Limited,6837607424,98.2,1381553.21378301,Basic Materials,Chemicals
NRAIL.NS,N R Agarwal Industries Limited,6820404224,400.75,3360683.0325683593,Basic Materials,Paper & Paper Products
MENONBE.NS,Menon Bearings Limited,6792608256,121.21,4509959.6656044,Consumer Cyclical,Auto Parts
ATL.NS,Allcargo Terminals Limited,6756543488,23.15,6689493.4387050625,Industrials,Integrated Freight & Logistics
RADHIKAJWE.NS,Radhika Jeweltech Limited,6720217088,56.89,16973284.2074763,Consumer Cyclical,Luxury Goods
GTPL.NS,GTPL Hathway Limited,6692675072,59.51,16019432.376031876,Communication Services,Entertainment
FAIRCHEMOR.NS,Fairchem Organics Limited,6682056192,515.65,6087053.252579752,Basic Materials,Specialty Chemicals
NAHARSPING.NS,Nahar Spinning Mills Limited,6651199488,183.02,8717875.26271515,Consumer Cyclical,Textile Manufacturing
ASAL.NS,Automotive Stampings and Assemblies Limited,6603274240,413.0,8843827.912097167,Consumer Cyclical,Auto Parts
MALLCOM.NS,Mallcom (India) Limited,6602543616,1058.1,10815475.768888347,Industrials,Security & Protection Services
STERTOOLS.NS,Sterling Tools Limited,6596512768,181.5,13423026.723108927,Industrials,Tools & Accessories
SAURASHCEM.NS,Saurashtra Cement Limited,6593503744,59.24,6180038.394291687,Basic Materials,Building Materials
IFBAGRO.NS,IFB Agro Industries Limited,6579384832,699.65,23155988.319230143,Consumer Defensive,Beverages - Wineries & Distilleries
BIRLAMONEY.NS,Aditya Birla Money Limited,6570371072,116.23,7508465.105860138,Financial Services,Capital Markets
PROZONER.NS,Prozone Realty Limited,6543611904,42.88,10480385.598639807,Real Estate,Real Estate - Diversified
RUBYMILLS.NS,The Ruby Mills Limited,6540529664,195.59,29454643.271043397,Consumer Cyclical,Textile Manufacturing
DBOL.NS,Dhampur Bio Organics Limited,6500737024,98.79,15146251.405565389,Consumer Defensive,Farm Products
MUKKA.NS,Mukka Proteins Limited,6467999744,21.56,11023669.731252989,Consumer Defensive,Packaged Foods
RSWM.NS,RSWM Limited,6417133568,136.19,7234580.0781987505,Consumer Cyclical,Textile Manufacturing
DENTA.NS,Denta Water and Infra Solutions Limited,6399989760,239.7,75021769.1815567,Industrials,Engineering & Construction
AGARIND.NS,Agarwal Industrial Corporation Limited,6367531008,425.7,27939659.92070516,Basic Materials,Specialty Chemicals
ADVANCE.NS,Advance Agrolife Limited,6367500800,99.05,89939308.23220444,Basic Materials,Agricultural Inputs
KSOLVES.NS,Ksolves India Limited,6351259136,267.85,24513656.11352234,Technology,Software - Application
BHAGERIA.NS,Bhageria Industries Limited,6347500544,145.01,7789347.472632345,Basic Materials,Specialty Chemicals
GANESHCP.NS,Ganesh Consumer Products Limited,6300377600,155.9,33606112.9025238,Consumer Defensive,Packaged Foods
PVP.NS,PVP Ventures Limited,6290544128,24.07,7594995.495278867,Industrials,Conglomerates
XCHANGING.NS,Xchanging Solutions Limited,6283169280,56.4,6658942.819727072,Technology,Information Technology Services
KOTHARIPET.NS,Kothari Petrochemicals Limited,6278910464,106.7,7271237.466299947,Basic Materials,Specialty Chemicals
TVTODAY.NS,TV Today Network Limited,6266994688,105.03,8088987.283939107,Communication Services,Broadcasting
FABTECH.NS,Fabtech Technologies Limited,6264006144,140.92,53122779.541577145,Healthcare,Health Information Services
PVSL.NS,Popular Vehicles and Services Limited,6259034112,87.91,8512464.24113032,Consumer Cyclical,Auto & Truck Dealerships
SARLAPOLY.NS,Sarla Performance Fibers Limited,6241014272,74.74,14834838.149656678,Consumer Cyclical,Textile Manufacturing
PREMIERPOL.NS,Premier Polyfilm Limited,6225711104,59.35,13552496.537996165,Basic Materials,Specialty Chemicals
MEIL.NS,Mangal Electrical Industries Limited,6194950144,224.21,19317249.57780711,Industrials,Electrical Equipment & Parts
AHCL.NS,Anlon Healthcare Limited,6137935360,115.48,40269627.06439107,Healthcare,Drug Manufacturers - Specialty & Generic
COMSYN.NS,Commercial Syn Bags Limited,6122674688,153.25,29667654.836775716,Consumer Cyclical,Packaging & Containers
SHREERAMA.NS,Shree Rama Multi-Tech Limited,6122278400,45.81,12155632.267284011,Consumer Cyclical,Packaging & Containers
KAMDHENU.NS,Kamdhenu Limited,6121764864,21.7,43199465.886350125,Basic Materials,Steel
STCINDIA.NS,The State Trading Corporation of India Limited,6083400192,101.39,5805956.369392649,Industrials,Conglomerates
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,6073492480,431.0,6729061.8367706295,Consumer Defensive,Confectioners
OSWALGREEN.NS,Oswal Greentech Limited,6068400128,23.63,5070430.72335434,Financial Services,Asset Management
UNITEDPOLY.NS,United Polyfab Gujarat Limited,6038552576,26.31,2085232.6249169668,Consumer Cyclical,Textile Manufacturing
MANBA.NS,Manba Finance Limited,5984015872,119.11,6867189.312421926,Financial Services,Credit Services
INDOFARM.NS,Indo Farm Equipment Limited,5972813824,124.3,52456185.73750814,Industrials,Farm & Heavy Construction Machinery
LINC.NS,Linc Limited,5965363200,100.21,2091180.5602973937,Industrials,Business Equipment & Supplies
SATIA.NS,Satia Industries Limited,5950000128,59.5,7067775.198175812,Basic Materials,Paper & Paper Products
TREL.NS,Transindia Real Estate Limited,5943374848,24.19,4753696.269339307,Real Estate,Real Estate Services
ELIN.NS,Elin Electronics Limited,5892494848,118.5,17467628.432036083,Industrials,Electrical Equipment & Parts
MODIS.NS,Modis Navnirman Limited,5888135168,300.55,5121770.190582275,Real Estate,Real Estate - Development
EVERESTIND.NS,Everest Industries Limited,5863457792,369.8,3410539.402133179,Industrials,Building Products & Equipment
VALIANTORG.NS,Valiant Organics Limited,5826360320,207.37,8875660.201519268,Basic Materials,Chemicals
GLOSTERLTD.NS,Gloster Limited,5799927808,530.0,1176983.0069213868,Consumer Cyclical,Textile Manufacturing
NAHARPOLY.NS,Nahar Poly Films Limited,5781216256,233.52,2578791.251944478,Consumer Cyclical,Packaging & Containers
EIFFL.NS,Euro India Fresh Foods Limited,5778648064,233.01,6512466.664347331,Consumer Defensive,Packaged Foods
CHEVIOT.NS,Cheviot Company Limited,5737305088,982.1,1570617.4747009277,Consumer Cyclical,Textile Manufacturing
RITCO.NS,Ritco Logistics Limited,5728266240,201.2,41767321.378405765,Industrials,Integrated Freight & Logistics
HINDCOMPOS.NS,Hindustan Composites Limited,5708218368,386.5,1471227.1735880533,Consumer Cyclical,Auto Parts
SNOWMAN.NS,Snowman Logistics Limited,5698614272,34.08,12306035.018935394,Industrials,Integrated Freight & Logistics
GANESHBE.NS,Ganesh Benzoplast Limited,5680685568,78.91,14109556.208995564,Basic Materials,Specialty Chemicals
MINDTECK.NS,Mindteck (India) Limited,5673917952,176.94,13825920.201142883,Technology,Information Technology Services
EMKAY.NS,Emkay Global Financial Services Limited,5577223168,212.96,4576070.641288249,Financial Services,Capital Markets
MMP.NS,MMP Industries Limited,5571300864,219.32,4758832.85824941,Basic Materials,Aluminum
KOPRAN.NS,Kopran Limited,5562501632,115.2,24468006.525607552,Healthcare,Drug Manufacturers - General
ADSL.NS,Allied Digital Services Limited,5552513024,98.25,35097530.410809584,Technology,Information Technology Services
LIKHITHA.NS,Likhitha Infrastructure Limited,5549820928,140.05,7620704.943481954,Energy,Oil & Gas Equipment & Services
SVLL.NS,Shree Vasu Logistics Limited,5530768384,481.2,517242.66604003904,Industrials,Trucking
20MICRONS.NS,20 Microns Limited,5528071680,156.18,18761238.616272483,Basic Materials,Other Industrial Metals & Mining
GEECEE.NS,GeeCee Ventures Limited,5521741312,264.05,1481171.3611175537,Real Estate,Real Estate - Development
CHEMCON.NS,Chemcon Speciality Chemicals Limited,5494604800,150.0,5757737.77563324,Basic Materials,Specialty Chemicals
BODALCHEM.NS,Bodal Chemicals Limited,5489591296,43.51,8062234.205894852,Basic Materials,Specialty Chemicals
NINSYS.NS,NINtec Systems Limited,5479920128,295.0,2723592.264798991,Technology,Information Technology Services
RAMANEWS.NS,Shree Rama Newsprint Limited,5467582976,36.33,5477880.033874829,Consumer Defensive,Beverages - Non-Alcoholic
PATELRMART.NS,Patel Retail Limited,5457980416,163.41,21189492.870111592,Consumer Cyclical,Department Stores
KAMATHOTEL.NS,Kamat Hotels (I) Limited,5454992384,185.04,17092225.109205626,Consumer Cyclical,Lodging
OSWALAGRO.NS,Oswal Agro Mills Limited,5432481792,40.47,2428867.208908081,Real Estate,Real Estate - Development
KILITCH.NS,Kilitch Drugs (India) Limited,5423846912,309.7,7154512.045778402,Healthcare,Drug Manufacturers - Specialty & Generic
CSLFINANCE.NS,CSL Finance Limited,5419483648,241.0,7114712.698304748,Financial Services,Credit Services
ONWARDTEC.NS,Onward Technologies Limited,5382423552,236.75,18328054.729825847,Technology,Information Technology Services
PYRAMID.NS,Pyramid Technoplast Limited,5370452992,145.62,3242987.737123108,Consumer Cyclical,Packaging & Containers
ARROWGREEN.NS,Arrow Greentech Limited,5356217856,355.0,9180877.039774576,Consumer Cyclical,Packaging & Containers
DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,5345379328,213.98,5120854.41274465,Basic Materials,Chemicals
SEJALLTD.NS,Sejal Glass Limited,5269282304,521.1,6568447.1846445715,Industrials,Building Products & Equipment
NBIFIN.NS,N. B. I. Industrial Finance Company Limited,5268792832,1783.1,864952.82578125,Financial Services,Capital Markets
KECL.NS,Kirloskar Electric Company Limited,5232245760,78.39,41504386.14773839,Industrials,Specialty Industrial Machinery
SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,5189316096,166.09,7175377.918405151,Basic Materials,Specialty Chemicals
DHUNINV.NS,Dhunseri Investments Limited,5182601216,850.0,1128479.516821289,Financial Services,Capital Markets
COFFEEDAY.NS,Coffee Day Enterprises Limited,5175666688,24.5,33439608.04920057,Consumer Cyclical,Restaurants
CHEMFAB.NS,Chemfab Alkalis Limited,5161596416,359.1,3101860.365476481,Basic Materials,Specialty Chemicals
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,5155751936,395.85,5073117.844894409,Industrials,Specialty Industrial Machinery
PENINLAND.NS,Peninsula Land Limited,5155056640,15.54,6530463.033909798,Real Estate,Real Estate - Development
JAYAGROGN.NS,Jayant Agro Organics Limited,5144999936,171.5,2003898.097672526,Basic Materials,Specialty Chemicals
REPRO.NS,Repro India Limited,5128366080,357.0,13163995.072809855,Industrials,Specialty Business Services
BMWVENTLTD.NS,BMW Ventures Limited,5118786560,59.03,20069894.042744827,Basic Materials,Steel
CEWATER.NS,Concord Enviro Systems Limited,5092308480,246.05,30345052.868373618,Utilities,Utilities - Regulated Water
SCHAND.NS,S Chand And Company Limited,5091188224,144.34,4987148.101571655,Communication Services,Publishing
ONMOBILE.NS,OnMobile Global Limited,5068338688,47.67,11490125.105481338,Communication Services,Telecom Services
NILASPACES.NS,Nila Spaces Limited,5049659392,12.82,7018500.03746144,Real Estate,Real Estate - Development
MUFTI.NS,Credo Brands Marketing Limited,5034151936,77.01,16394098.97992579,Consumer Cyclical,Apparel Retail
ENIL.NS,Entertainment Network (India) Limited,5029705728,105.51,2321343.08862559,Communication Services,Broadcasting
TIRUPATIFL.NS,Tirupati Forge Limited,5006792704,42.33,21986162.146922555,Industrials,Metal Fabrication
NS,Tirupati Forge Limited,5006792704,42.33,21986162.146922555,Industrials,Metal Fabrication
