symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,fund_profitability,fund_growth,fund_valuation,fund_financial_health,fund_dividend,fundamental_score,fund_data_coverage,roe,pe_ratio,debt_to_equity,operating_margin
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,23366612992,109.51,37047684.07714538,Consumer Cyclical,Lodging,PASS,,70.0,70.0,36.666666666666664,80.0,60.0,64.33333333333334,1.0,,28.9709,23.441,0.25586998
SUZLON.NS,Suzlon Energy Limited,569573638144,41.53,2738143474.4047265,Industrials,Specialty Industrial Machinery,PASS,,63.33333333333333,80.0,27.5,90.0,50.0,64.33333333333334,1.0,,17.597458,5.051,0.15637
NEWGEN.NS,Newgen Software Technologies Limited,63974125568,454.4,4188392551.6865244,Technology,Software - Infrastructure,PASS,,76.66666666666667,60.0,23.333333333333336,90.0,75.0,64.33333333333334,1.0,,21.555977,3.254,0.24278
SHARDACROP.NS,Sharda Cropchem Limited,88998363136,985.1,609392725.3774394,Basic Materials,Agricultural Inputs,PASS,,56.66666666666667,62.5,52.5,90.0,60.0,64.29166666666669,1.0,,15.698805,0.148,0.12589
DLF.NS,DLF Limited,1324030623744,534.7,2202432467.6743207,Real Estate,Real Estate - Development,PASS,,76.66666666666667,72.5,22.5,75.0,75.0,64.29166666666667,1.0,,29.85483,4.133,0.17806
LINCOLN.NS,Lincoln Pharmaceuticals Limited,11974772736,597.85,68758351.12459819,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,50.0,65.0,57.5,90.0,60.0,64.25000000000001,1.0,,13.63087,0.009,0.1195
EXCELSOFT.NS,Excelsoft Technologies Limited,8968509440,77.93,116916358.17918651,Technology,Software - Application,PASS,,76.66666666666667,70.0,32.5,80.0,50.0,64.16666666666667,1.0,,19.007318,11.581,0.19303
NSIL.NS,Nalwa Sons Investments Limited,27894706176,5429.0,17019771.916666668,Financial Services,Asset Management,PASS,,96.66666666666666,22.5,56.66666666666667,90.0,50.0,64.12500000000001,1.0,,122.247246,0.003,0.96641
WONDERLA.NS,Wonderla Holidays Limited,32469219328,512.0,28396201.17858785,Consumer Cyclical,Leisure,PASS,,76.66666666666667,65.0,23.333333333333336,90.0,60.0,64.08333333333334,1.0,,43.426632,0.304,0.14299
VENUSPIPES.NS,Venus Pipes & Tubes Limited,20129198080,967.5,81259006.77805176,Basic Materials,Steel,PASS,,56.66666666666667,97.5,42.5,55.0,60.0,64.04166666666669,1.0,,19.846153,42.716,0.14406
SOUTHBANK.NS,The South Indian Bank Limited,99253035008,37.91,628424112.7169949,Financial Services,Banks - Regional,PASS,,65.0,62.5,66.66666666666667,,60.0,64.01041666666667,0.8,0.13619,7.13936,,0.39203998
SAATVIKGL.NS,Saatvik Green Energy Limited,44315160576,348.65,63970996.444255576,Technology,Solar,PASS,,50.0,100.0,52.5,55.0,50.0,64.00000000000001,1.0,,11.301458,47.22,0.11938
SHARDAMOTR.NS,Sharda Motor Industries Limited,44416339968,773.7,39890137.290793866,Consumer Cyclical,Auto Parts,PASS,,50.0,70.0,42.5,90.0,75.0,64.00000000000001,1.0,,13.160401,4.414,0.10153
PDMJEPAPER.NS,Pudumjee Paper Products Limited,6866783744,72.32,11926271.056775665,Basic Materials,Paper & Paper Products,PASS,,50.0,67.5,52.5,90.0,60.0,63.875000000000014,1.0,,7.4022512,1.877,0.11951
COALINDIA.NS,Coal India Limited,2873064161280,466.2,4382216564.001214,Energy,Thermal Coal,PASS,,83.33333333333334,40.0,50.0,80.0,70.0,63.83333333333334,1.0,,9.626265,12.976,0.2308
EIEL.NS,Enviro Infra Engineers Limited,25860835328,147.33,321631213.51782227,Industrials,Engineering & Construction,PASS,,76.66666666666667,60.0,43.33333333333333,80.0,50.0,63.83333333333334,1.0,,12.339196,25.86,0.23903999
STYL.NS,Seshaasai Technologies Limited,40775065600,252.0,39592851.1228068,Technology,Software - Infrastructure,PASS,,76.66666666666667,72.5,27.5,80.0,50.0,63.79166666666667,1.0,,18.421053,26.355,0.2242
BLSE.NS,BLS E-Services Limited,12780411904,140.98,58799302.99429779,Industrials,Specialty Business Services,PASS,,36.666666666666664,92.5,37.5,90.0,60.0,63.79166666666667,1.0,,22.84927,1.361,0.05377
TARIL.NS,Transformers And Rectifiers (India) Limited,80804642816,269.2,2078354086.388451,Industrials,Electrical Equipment & Parts,PASS,,56.66666666666667,92.5,22.5,80.0,60.0,63.79166666666667,1.0,,30.011148,26.723,0.15867
NAVINFLUOR.NS,Navin Fluorine International Limited,316205039616,6160.5,1759887753.35,Basic Materials,Chemicals,PASS,,90.0,75.0,27.5,55.0,60.0,63.75000000000001,1.0,,57.036385,32.677,0.30415002
FCL.NS,Fineotex Chemical Limited,25183391744,21.59,46617537.9205368,Basic Materials,Specialty Chemicals,PASS,,63.33333333333333,77.5,22.5,90.0,60.0,63.70833333333334,1.0,,24.534092,0.004,0.17151
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,1476095901696,4361.4,1678646455.8146079,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,83.33333333333334,77.5,12.5,70.0,70.0,63.70833333333334,1.0,,64.93077,33.4,0.26703
KNRCON.NS,KNR Constructions Limited,34081382400,121.17,214686755.5368754,Industrials,Engineering & Construction,PASS,,83.33333333333334,47.5,70.0,55.0,60.0,63.70833333333334,1.0,,7.2513466,48.727,0.20412001
INDIANB.NS,Indian Bank,1160151564288,861.0,1680309410.9198406,Financial Services,Banks - Regional,PASS,,70.0,72.5,46.66666666666667,,60.0,63.69791666666667,0.8,0.15752,10.074889,,0.47532
FLAIR.NS,Flair Writing Industries Limited,31086366720,294.95,32725796.094262697,Industrials,Business Equipment & Supplies,PASS,,56.66666666666667,80.0,27.5,90.0,60.0,63.66666666666667,1.0,,23.060986,5.464,0.13677
SWARAJENG.NS,Swaraj Engines Limited,42270277632,3470.4,45772063.81625163,Consumer Cyclical,Auto Parts,PASS,,50.0,82.5,32.5,90.0,60.0,63.625000000000014,1.0,,22.546778,0.574,0.11883
STARCEMENT.NS,Star Cement Limited,82359844864,203.77,112228538.42997742,Basic Materials,Building Materials,PASS,,63.33333333333333,65.0,47.5,80.0,60.0,63.58333333333334,1.0,,22.343203,21.388,0.12649
